rating,product,rev_title,rev_body
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells the same as 15 years ago,"I am so happy that this product is the same as the one I had in high school! Smells the same, same packaging as before.I love it and am so happy that is so affordable now! Maybe I will go down the rabbit hole of early 2000's perfumes now"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This is for young Girls. Beautiful frag.,I am in love it was for my sister. This is a floral soft sent. I love it. Bottle is cute.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells good,Luv the smell get a lot of complaints
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",My favorite fragrance of all time! Confidence in a bottle!,"My go to fragrance of all time! Can't tell you hove many people always compliment me and say that I always seem good when I adorn this fragrance! I would never abandon my Vera Princess because it last all day, smells amazing and the price is relatively inexpensive compared to other perfumes. Plus Amazon is the only place you can find it this cheap! Highly recommend as a gift!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Nice perfume!,Lovely bottle.  I wish the smell lasted a bit longer.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells good,Smells good.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Very pleasing scent,"The scent is very clean smelling, light and refreshing."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",works for a women,the scent if light and a little sweet not over powering however long lasting
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love it,Always a beautiful scent.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Repeat purchases,Absolutely love this perfume. It last long and is packaged beautifully.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Yesss!!,Love it!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Very nice,Very nice perfume and beautiful bottle.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",I love the smell,I love this perfume. I have been using it for years. This is perfect for morning and everyday use because the scent is very soft.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Ba,Na
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Awesome product!!!!,"I love this product!!! Very hard to find where I live and when I do come a crossed it, it’s usually around $60 or so. I’ll definitely be purchasing some more when the time comes!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Re: Beautiful Looking Perfume,I gave this to a friend as a gift and she loved it!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",The smell of the perfume.,This was a nice gift for my wife birthday.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great Scent !,"Wife loves this scent, and I love it on her. This is something she wears every day and gets a lot of compliments (obviously, including me). My wife was hesitant to try this but I bought it for her as a gift and it was an immediate hit ! Price and shipping was on the money with Amazon. Have already recommended this to friends and family."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Yummy,"Love this scent, best place to get this is Amazon."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fast,"Love the scent and the size, everything I need for traveling. The price was nice and shipment fast. Ty"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love this,Love nice smell and last long
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells so good and makes me feel good,Was recommended to me.  I love the smell.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",My fav perfume,Love this scent
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Lovely Scent,I absolutely love this scent. It is one of those classics scents that you just grow to love. My mom had this when I was growing up and I loved it then just as I do now. 10/10 would recommend 😌
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Lovely!,Lovely scent and seems to last a good while!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great perfume!,"I love this perfume and this one is real. I was a little concerned when I read some of the comments, but I’m glad I purchased. I used to wear this perfume all of the time years ago. When I smelled it, it was just like I remembered. And great price for this too! Definitely recommend!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Light,Very delicate fragrance
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Such a good deal!!,You get so much for so cheap. This is my favorite perfume.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great price,Got it for my wife for Christmas and she loved it
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells great!,"I was very leery to purchase a perfume online that I never smelled in person, but after reading the reviews I took a gamble. I really like this perfume and am glad that I took a chance!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Stays on for a long time,"This is the real deal perfume, it only takes a few sprays and it lasts a very long time and does not seemed watered down and does need to be contiously reapplied."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great for mom,This is my mom’s favorite fragrance she loved it authentic product
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfect gift for my daughter,I have always liked Vera Wang Fragrances.  Took a chance on this one for my daughter's 14th birthday.  Paid off!  The bonus ring was wonderful.  She loves it!  Definitely doesn't make her smell like a baby prostitute:)
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",AMAZING!,"I have been in love with this perfume for years but have never wanted to spend the $50-80 that it costs in stores. When I found it on here for so cheap, I thought it was too good to be true. I hesitated for a long time because of a couple bad reviews saying it was a knock off, but I decided to buy it anyway for a birthday present for myself! I am incredibly glad I finally went through with it, it came wrapped and in the exact packaging as in the stores. It smells exactly like the one I sprayed in the store as well! It has lasted on me for about 8 hours now and I could not be happier with my purchase. Best $20 I have EVER spent!!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Excelente compra,Es exquisito me encanta
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfect for sensitivity,Mom loves it.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfect,Ordered this recently. I used to ear this years ago and decided to reorder now. I love the scent! was shipped quickly!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great scent.,Very pretty presentation.  Seller is quick.  This is for my 27 year old daughter-in-law.  It is one of her favorites.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Wife loves it,Bought for my wife as a present. She loves it.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfume smells good,Loved the scent!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love it!,"Bought this for my mom as a gift. she absolutely LOVED it. It has a pleasant sweet floral scent that lingers for hours! Very pleased with it, and the packaging was very professional.My younger sisters loved it as well,  so it not only appeals the older (50s) crowd, but also the 20s crowd!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells good,smells good!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Bought it as a gift,She loves it and wears it.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",A perfect gift for a girlfriend or your mom,Vera Wang is among one of the most popular fragrances for women
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",My favorite,The most beautiful scent. It’s soft yet strong and innocent
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",I just received it today and the smell is amazing. It is not overpowering or really fruity like ...,I have ordered perfume online before and it's a tricky business because you have no way of knowing if the smell will suit you. But I decided to buy this perfume because of the reasonable price and the amount of 5-star reviews it received. I just received it today and the smell is amazing. It is not overpowering or really fruity like some women's fragrances are. It has a very mild and elegant smell to it. You can tell that it is not cheap because just a little behind your ear or on your wrist can go a long way. It can also make a really nice mother's day gift or birthday gift etc. because the bottle has a very beautiful design and the packaging is very beautiful.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Is beautiful 😍,My daughter love it.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Princess scent,Smells so good
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",The smell is so nice and attractive,"The smell is so nice and attractive, I liked the product and the quality of it, it worth every dollars and more, Thank you"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Long-lasting great fragrance,"I bought this directly from Amazon to make sure I was getting the real thing and this is it! Before getting this, I tried an ""inspired by Princess"" scent that was nice, but was missing the strength of the vanilla base.This became an instant favorite after a couple sprays. I wear it on my wrists, nape, and spread one more spray from behind my ears down to wear my necklaces usually fall near my collarbones. The fragrance lasts all day and plays nicely with the honey scented lotion I use. There is an excellent vanilla bottom note that gets more sensuous as the day goes on, but the top and middle notes linger for quite some time.I've been wearing it every day since I got it. My fiance and male friends love the way it smells on me, and so do I.As a bonus, the crown and jeweled band make for interesting novelty jewelry, though I keep mine perched on the bottle because I like the way everything looks together."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",I have purchased this perfume in the store and liked it. I was very happy that this purchase ...,I have purchased this perfume in the store and liked it.  I was very happy that this purchase smells as good as an in-store purchase and costs  a lot less!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great,"Very nice scent, I loved it"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love it!,"I love this, my husband got it as a gift from me and it's great the scent isn't too strong and doesn't wear off in an hour. It's great! I'll buy this again!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce","Packaging was perfect, fast delivery & I think it's real","Packaging was perfect, fast delivery & I think it's real! Not sure why there are so many comments saying its not. Smells and looks exactly like the one from Macy's!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Happy,"9 yr. old grand daughter loves the smell, name and bottle."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",love it!,smells amazing!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Good for the money,Smells good and priced well. You don’t need much it is a very strong.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",WOW! Very impressed!!,"This is probably my new favorite perfume!!! Omg I’m IN LOVE with it! I don’t know how I’ve never smelt this, it’s very euphoric for me! It’s like a sweet delicious smell with amber notes, the combination really works well together."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Good for anyone!,It was a wonderful Christmas gift!! So nice and wearable!!!!❤️
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Delightful,Wonderful scent. Pretty bottle. Great price!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Pretty bottle,Daughters fave smells good
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great smell,Love this smell. Great gift if you don’t know what to get a woman. It has the type of scent that nobody can hate.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",She will love it!,"I bought this for one of my daughters for Christmas.  Turns out I should have bought two bottles, because the other daughter really wanted it!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Authentic,Legit and authentic if you already love this perfume
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love Vera! Great price,Smells amazing. Looks cute. And last a long time.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Authentic Vera Wang Princess,I love this!!! Authentic Vera Wang product- quick delivery! <3
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells so good,My favorite scent! And yes it’s definitely not a fake! I’ll be buying more!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Five Stars,Actually turned wife into princess. Much cheaper than royal wedding.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",So fresh,"Smells wonderful, my teenage daughter loves it. Great product & great price."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Good,Good price and quality.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Worth it!,"Got this for my wife, she loves it!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Vera Wang experience,It was what she expected
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",That i would buy it again,Good product wife loves it
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells Amazing!,OMG I love Thos so much the smell is so good.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Princess by Vera Wang perfume,"I brought this for my daughter as she loves this scene. For the size of the bottle and the price just a great deal. Came well packaged. Item as described, fast delivery."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Very nice,Brought it for my daughter she loves it
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great scent,Wife liked it.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This will easily become my forever go-to perfume for daily use,This will easily become my forever go-to perfume for daily use.Love the smell. Love the packaging. Love the price.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells divine,Safety packed and smells great!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Forever buy,Bigger than I thought! The smell is my favorite. Soft yet lasts all day. Love this. Always buying again
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Lasts a long time,"Bought this as a gift for my mom and she loved it! We both tried it, it lasted for 8+ hours."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells GREAT,Smells great..wife loves it and the shipping was super fast.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great,Awesome
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce","Same Scent, cheaper than stores",Smells just like the bottle I finished.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great scent,Love
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Beautiful scent,Reasonable price for designer perfume
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great gift,MY WIFE LOVE THIS PERFUME.ALWAYS A GREAT GIFT 🎁❤
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Vera wang princess perfume,Day one perfume
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great stuff,My wife's favorite. A staple at our house
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love love love,Love this perfume
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",A pretty floral scent!!!!!,"At first I was skeptical that at such an inexpensive price, the perfume would probably not smell that great. But I kid you not, give this perfume a chance, it smells great!!!! It has such a pure floral scent which is really pleasing. You cannot go wrong with a price like that!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",As expected,"Smells amazing and cheaper then in the stores, ordered twice...will order again"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Real Deal!,"This was the real deal, for a fraction of the price! It shipped quickly and the fragrance is identical to the pricey department store bottle I just finished. I've long been a fan of this wearable and fesh scent from Vera Wang, and I'm thrilled to find it at such a great price. I will definitely be a repeat customer!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",I am in love,I am in love. I get compliments all day everyday. Super long lasting and not too overwhelming. Ladies this is a great little potion to have on a night out.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",The sweet smells of happiness!,I have a very happy wife!!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",👍,It’s all my granddaughter wanted for her birthday
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Highly recommend,Exactly as you would buy it the normal retailer
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love,This has been my go to scent for many years! I just love it!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfect gift for my wife,Wife loves it great price
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells divine,My favorite light scent.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love!!!,"One of my favorites!! Smells great, scent lasts all day. Great price! Fast shipping!!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",HIGHLY RECOMMENDED YOU CHECK OUT SELLERS ITEMS!!! GREAT PRODUCTS GREAT PRICES,I LOVE YOU VERA WANG! This scent is so amazing. It is just a great smell and LAST!!!!!! BIG WINNER THERE! The sellers are great price was very reasonable will absolutely buy from again!!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love it,My favorite
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Lasting scent,"Beautiful bottle, the scent is amazing and lasts...very pleased!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",love this,fave perfume
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells very pretty,I bought this perfume for my fifteen year old daughter. I bought it without knowing what it smells like because I love the bottle it comes in. It is also purple. It smells amazing! When she runs out I will be ordering her more from here.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Didn’t know what to expect but I love it,Smells great. Didn’t know how it was gonna smell but I seen a sale and I went to go buy it. It’s nothing like a great scent when u out in the town
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce","Received damaged. Was a gift, upon opening  it, the cap broken!","It was a gift but when she opened it, the cap is broken! Not happy with that but the acent is awesome but unhappy with the cap broken."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Good gift,"Got this for my wife, great price and smells great"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",As expected,Item as expected
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",😃,My daughter loves this perfume. It’s for Christmas  so can’t really rate it yet
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Amazing,Amazing
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Purchased as a gift,Purchased as a giftLovely scent
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great scent.,I think it has a very nice scent.  Fiance loves it.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Nice perfume,My wife love the scent and so do I
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love it!,Love this scent!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells nice and long lasting.,Bought this for my daughter and she loved it. Smells very nice and the bottle is cute. Lasts all day.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great product,This is my go to scent and I love it
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfect,I love love love it 💜💜💜. It's sweet and feminine but not overwhelming. It's perfect.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Delightful!,"This was my first time purchasing perfume without knowing how the scent would be, so I was a little hesitant, but I have to say it is wonderful. Its a light floral scent that's not too over powering. And the product last all day, I spray some on before work and can still smell it when I leave at the end of the day. It truly is one of the best perfumes I have ever purchased!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Wonderful scent!,Scent is wonderful and I could still smell it on me in the morning without spraying much. It's what I imagine people in Paris smell like!  The bottle was bigger than I imagined also.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Vera wang,Has a soft smell to it
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Feminine appeal,"I’ve had this product for a few months love the scent, presentation, color, spray. I would and will buy it again"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Lovely fragrance,"One of my gifts for my birthday, smells absolutely breathtaking 🥰"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",PRINCESS PERFUME IS GOOD ENOUGH FOR A QUEEN!!!!,"If you buy Vera Wang perfume than you know what your getting. So far all my Amazon purchases through Amazon have been good.This one being no different. I've bought Princess perfume & paid more than here. Only concern if perfume would be authentic as far as smell & strength. Wife has had no complaints, & she smells great as usual."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",princess,This is such a lovely fragrance. I absolutely Love it!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells sweet and soft,Bought for my youngest daughter and my oldest uses it too!! Smells a lil sweet and soft
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Recibo Muchos completos,El aroma es encantador
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Best Perfume!,This is BY FAR my favorite perfume! It has a subtle floral smell but lasts all day!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Pleasant smell,Sold by BeautyEncounter.I find this to be simply a pleasant smelling perfume. Nothing ground breaking simply pleasant and good quality.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Got as a gift,I purchased this as a gift and the recipient loved it!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smell good and easy to be washed off,The smell of the fragrance is so attractive and I always use it after bathing! The smell could keep on my body from the night to the next night! And it is easy to be washed if u don’t like the smell!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great Gift,Bought this for our daughter she absolutely loves it.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce","Amazing price, more amazing smell.","I have struggled to find a perfume with a scent I love, that also has a long wear time. This is the one. I have found I can still smell this perfume on my wrist after 12 hours. Amazing. Plus spending $70 in a Perfumania or department store is absurd when you can buy it for half the price here."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Can wear year round,One of my favorites! Good year round. Lots of compliments.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells great,I love this perfume.  Love that it is less expensive on Amazon.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great scent. Replacement purchase so I knew what it ...,Great scent.  Replacement purchase so I knew what it should smell like.  Very happy with this purchase.  Great price.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells amazing,Compliments all the time
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fabulous!,One of my favorite perfumes!  I've been wearing it for years and I love how inexpensive it is!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",nothing is too good for my girl,"I love it , my girl loves it.."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells good,Nice
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Scent is very nice,"Surprise, there’s a RiNg on it 🌟🌟🌺🌟🌟🌟"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This is my favorite perfume,I love this perfume it smells so good
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love this stuff!,I absolutely love this perfume! It's been my favorite for years and I was so happy to find such a big bottle for such a low price!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Complement worthy,"Favorite perfume, lasts a long time with just 2 sprays. I get so many compliments about it and it was such a good price."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Five Stars,This perfume has the perfect scent! I just love it!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Beautiful,Wonderful scent
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells Great,Bought this for my daughter. She loves it!!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This was a gift to someone,This was a gift to someone
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",I wear it everyday!,"I literally wear this everyday! It's a sweet flowery but Almaty candy smell. It's hard to explain, but my absolute favorite. I used to work for a department store that sold all the designer perfumes and everyday I stopped and smelled this one. I just had to buy it and never regretted it!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Delicious and sexy fragrance.,I get a lit of compliments.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Vera Wang Princess by Vera Wang for Women - 3.4 fl oz,"Not much to say, as expected and great price... my daughters signature perfume, she loves it !"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Awesome seller!,Fast delivery and a great price for awesome perfume.
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Love this scent. Great price . Fast delivery.,Love the scent. It was a great price and received it quickly
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Vera Wang perfume.,My grand daughter will love this!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Scent,Smells great
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Buy it now!,I love it! The smell lasts and it spells so wonderful!
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfect,Gift for my wife
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",None,Smells good
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells great!,"Bought it for my mother-in-law for Mother’s Day and she loved it. Smells wonderful! Thanks, prime!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Great gift,A gift for my niece.  She loves the scent
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Good buy,"Didnt break, right smell"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Excellent product,Excellent product
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Beautiful.,"Lovely, lasting fragrance."
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells great!,"I love this perfume, it smells great and was reasonably priced!! I was surprised at the size of the bottle also, which was larger than I expected.  I would purchase again!!"
5.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Light scented,Love it
